EntrezID,logFC,AveExpr,t,P.Value,adj.P.Val,B,Symbols,Name
389690,1.1721,-3.8948,2.9107,0.0060873,0.020855,-2.6296,MROH5,maestro heat like repeat family member 5 (gene/pseudogene)
692086,1.0828,-0.35889,2.9096,0.0061052,0.020908,-2.6323,SNORD17,"""small nucleolar RNA, C/D box 17"""
80183,1.0219,5.5185,2.909,0.0061138,0.020912,-2.6336,RUBCNL,rubicon like autophagy enhancer
253935,-1.3536,-3.7351,-2.9084,0.0061242,0.020938,-2.6351,ANGPTL5,angiopoietin like 5
2150,-1.0114,7.0552,-2.9077,0.0061354,0.020959,-2.6368,F2RL1,F2R like trypsin receptor 1
55808,-1.3625,8.0362,-2.906,0.0061626,0.021025,-2.6408,ST6GALNAC1,"""ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1"""
401492,1.8331,-0.77297,2.9058,0.0061658,0.021028,-2.6413,LINC01235,long intergenic non-protein coding RNA 1235
7432,-1.6005,4.2193,-2.9044,0.0061882,0.021081,-2.6446,VIP,vasoactive intestinal peptide
341208,1.5863,-1.9519,2.9036,0.0061996,0.021116,-2.6463,HEPHL1,hephaestin like 1
8707,-1.0427,0.49351,-2.9012,0.0062393,0.021216,-2.652,B3GALT2,"""beta-1,3-galactosyltransferase 2"""
388021,-1.3467,-0.68487,-2.9009,0.0062444,0.021224,-2.6528,TMEM179,transmembrane protein 179
84951,1.537,4.0226,2.8995,0.0062673,0.021286,-2.6561,TNS4,tensin 4
116443,-1.0869,0.976,-2.8981,0.0062897,0.021338,-2.6594,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A
4585,-1.7386,5.4487,-2.894,0.0063556,0.021521,-2.6688,MUC4,"""mucin 4, cell surface associated"""
114784,1.0527,0.34545,2.8936,0.0063626,0.021532,-2.6698,CSMD2,CUB and Sushi multiple domains 2
100507175,-1.2911,-1.812,-2.892,0.0063898,0.021611,-2.6737,LINC02408,long intergenic non-protein coding RNA 2408
6469,1.2101,3.675,2.8881,0.0064548,0.021781,-2.6829,SHH,sonic hedgehog signaling molecule
4886,-1.4639,2.5213,-2.8866,0.0064791,0.021844,-2.6863,NPY1R,neuropeptide Y receptor Y1
54102,-1.0777,3.5149,-2.8837,0.0065273,0.021984,-2.693,CLIC6,chloride intracellular channel 6
147710,1.4728,-2.1137,2.8831,0.0065381,0.022007,-2.6945,IGSF23,immunoglobulin superfamily member 23
266722,-1.4426,-2.2559,-2.8827,0.0065447,0.022025,-2.6954,HS6ST3,heparan sulfate 6-O-sulfotransferase 3
256979,1.222,-3.9988,2.8821,0.006555,0.02205,-2.6969,SUN3,Sad1 and UNC84 domain containing 3
85442,1.1287,0.42794,2.8807,0.0065784,0.022106,-2.7001,KNDC1,kinase non-catalytic C-lobe domain containing 1
128025,-1.5996,-2.8802,-2.8804,0.0065843,0.022117,-2.7009,WDR64,WD repeat domain 64
54112,-1.1074,-1.6938,-2.8802,0.0065863,0.022117,-2.7012,GPR88,G protein-coupled receptor 88
114770,-1.3688,-2.2114,-2.8802,0.006587,0.022117,-2.7013,PGLYRP2,peptidoglycan recognition protein 2
284367,-1.0358,0.14853,-2.8792,0.0066047,0.022167,-2.7037,SIGLEC17P,"""sialic acid binding Ig like lectin 17, pseudogene"""
3827,-1.2184,1.8554,-2.8782,0.0066204,0.022202,-2.7059,KNG1,kininogen 1
100190949,-1.2736,0.30742,-2.8776,0.0066309,0.022232,-2.7073,C5orf52,chromosome 5 open reading frame 52
100616318,1.0523,-1.7613,2.8774,0.0066351,0.022242,-2.7079,MIR4664,microRNA 4664
105376731,-1.2753,-3.8091,-2.8767,0.0066473,0.02226,-2.7095,LOC105376731,taste receptor cell protein 1-like
114783,1.273,1.5105,2.8748,0.006679,0.022352,-2.7139,LMTK3,lemur tyrosine kinase 3
387357,-1.0301,0.28133,-2.8703,0.0067573,0.022571,-2.7244,THEMIS,thymocyte selection associated
57402,-1.1677,7.4452,-2.8701,0.0067613,0.022577,-2.725,S100A14,S100 calcium binding protein A14
51440,-1.1458,-2.105,-2.87,0.0067632,0.022579,-2.7252,HPCAL4,hippocalcin like 4
8483,-1.608,3.8638,-2.8683,0.0067923,0.022666,-2.7291,CILP,cartilage intermediate layer protein
5224,-1.5182,-2.7499,-2.868,0.0067981,0.022676,-2.7299,PGAM2,phosphoglycerate mutase 2
201780,-1.2051,-1.6308,-2.8656,0.0068388,0.022778,-2.7353,SLC10A4,solute carrier family 10 member 4
54866,-1.2735,5.6478,-2.8651,0.0068477,0.022795,-2.7365,PPP1R14D,protein phosphatase 1 regulatory inhibitor subunit 14D
125336,1.011,-1.2764,2.8644,0.0068599,0.022827,-2.7381,LOXHD1,lipoxygenase homology domains 1
100616530,1.0242,-2.9565,2.8636,0.006874,0.022864,-2.7399,C8orf37-AS1,C8orf37 antisense RNA 1
810,1.3986,-2.3797,2.863,0.006886,0.022895,-2.7415,CALML3,calmodulin like 3
548596,-1.0475,6.4293,-2.8606,0.0069287,0.022981,-2.7471,CKMT1A,"""creatine kinase, mitochondrial 1A"""
79755,1.2598,-1.2548,2.8599,0.0069403,0.02301,-2.7486,ZNF750,zinc finger protein 750
136306,-1.7435,-0.2557,-2.8597,0.0069448,0.023016,-2.7492,SVOPL,SVOP like
151835,1.2065,-2.1684,2.8582,0.0069713,0.023089,-2.7527,CPNE9,copine family member 9
1297,1.0458,1.8149,2.854,0.0070464,0.023292,-2.7624,COL9A1,collagen type IX alpha 1 chain
8581,1.5797,-4.2131,2.8507,0.0071069,0.023448,-2.7701,LY6D,lymphocyte antigen 6 family member D
51298,-1.0942,-3.7939,-2.8507,0.0071069,0.023448,-2.7701,THEG,theg spermatid protein
400710,-1.1277,-3.7632,-2.8499,0.0071205,0.023479,-2.7719,LOC400710,uncharacterized LOC400710
28513,-1.5652,1.2166,-2.8498,0.0071227,0.023481,-2.7721,CDH19,cadherin 19
158931,-1.4202,-3.1135,-2.8486,0.0071447,0.02353,-2.7749,TCEAL6,transcription elongation factor A like 6
652995,1.4411,1.5937,2.8453,0.0072057,0.023692,-2.7826,UCA1,urothelial cancer associated 1
2537,1.066,5.2144,2.845,0.0072105,0.023704,-2.7833,IFI6,interferon alpha inducible protein 6
846,-1.3793,-2.3189,-2.8426,0.0072554,0.023819,-2.7889,CASR,calcium sensing receptor
64699,1.1044,2.1609,2.842,0.0072676,0.023844,-2.7904,TMPRSS3,transmembrane serine protease 3
127534,1.921,0.062949,2.8398,0.0073076,0.02395,-2.7954,GJB4,gap junction protein beta 4
8710,1.3537,-3.4791,2.8376,0.0073502,0.024065,-2.8006,SERPINB7,serpin family B member 7
9480,1.3201,0.5187,2.8375,0.0073514,0.024065,-2.8008,ONECUT2,one cut homeobox 2
2167,-1.8821,1.3948,-2.8366,0.0073678,0.024109,-2.8028,FABP4,fatty acid binding protein 4
101929374,-1.5714,-0.84829,-2.8341,0.0074147,0.024238,-2.8085,LINC01659,long intergenic non-protein coding RNA 1659
101927541,1.2047,-2.3611,2.8292,0.0075097,0.024475,-2.82,LINC01273,long intergenic non-protein coding RNA 1273
5078,-1.6665,-1.9146,-2.8276,0.0075403,0.024555,-2.8237,PAX4,paired box 4
7137,1.7053,-2.8128,2.821,0.0076683,0.024898,-2.839,TNNI3,"""troponin I3, cardiac type"""
94122,-1.2752,3.2547,-2.8208,0.0076726,0.024906,-2.8395,SYTL5,synaptotagmin like 5
8999,-1.1705,0.14637,-2.8207,0.0076745,0.024908,-2.8397,CDKL2,cyclin dependent kinase like 2
931,-1.5955,2.4753,-2.8174,0.0077393,0.025073,-2.8473,MS4A1,membrane spanning 4-domains A1
8911,-1.1205,-0.2043,-2.8162,0.0077621,0.025132,-2.8499,CACNA1I,calcium voltage-gated channel subunit alpha1 I
57484,-1.2567,2.7282,-2.8149,0.0077887,0.025198,-2.853,RNF150,ring finger protein 150
285668,-1.0515,-2.0904,-2.8121,0.0078449,0.02535,-2.8595,C5orf64,chromosome 5 open reading frame 64
64377,-1.3294,-2.2553,-2.8119,0.0078478,0.025354,-2.8599,CHST8,carbohydrate sulfotransferase 8
222,1.7864,-1.9867,2.8115,0.0078565,0.025372,-2.8609,ALDH3B2,aldehyde dehydrogenase 3 family member B2
4661,1.065,-2.2619,2.8095,0.0078958,0.025469,-2.8654,MYT1,myelin transcription factor 1
23148,-1.0018,1.6641,-2.8053,0.0079813,0.025714,-2.8751,NACAD,NAC alpha domain containing
10022,-2.9945,2.0242,-2.8048,0.0079916,0.025732,-2.8763,INSL5,insulin like 5
374897,1.7349,-3.4373,2.8024,0.0080415,0.025875,-2.8819,SBSN,suprabasin
8532,1.006,3.3595,2.8023,0.0080423,0.025875,-2.882,CPZ,carboxypeptidase Z
100287814,-1.2198,-2.6724,-2.8011,0.0080683,0.025938,-2.8849,LINC00582,long intergenic non-protein coding RNA 582
58157,-1.8162,-1.961,-2.7994,0.0081019,0.026019,-2.8887,NGB,neuroglobin
388011,-1.0589,0.60695,-2.7985,0.0081199,0.026053,-2.8907,LINC01550,long intergenic non-protein coding RNA 1550
200931,-1.6094,2.7432,-2.7968,0.0081556,0.026152,-2.8946,SLC51A,solute carrier family 51 subunit alpha
731220,1.427,-3.0769,2.7949,0.008195,0.026258,-2.899,RFX8,"""RFX family member 8, lacking RFX DNA binding domain"""
6870,-1.019,-4.2175,-2.7941,0.0082132,0.026306,-2.901,TACR3,tachykinin receptor 3
221711,1.4057,-2.6178,2.7921,0.0082539,0.0264,-2.9055,SYCP2L,synaptonemal complex protein 2 like
101928122,1.1316,-2.4751,2.7896,0.0083058,0.026535,-2.9111,LINC01483,long intergenic non-protein coding RNA 1483
260436,-1.9232,0.16793,-2.786,0.008383,0.026729,-2.9195,FDCSP,follicular dendritic cell secreted protein
9058,-1.8718,3.4996,-2.7848,0.0084085,0.0268,-2.9222,SLC13A2,solute carrier family 13 member 2
220382,-1.129,-0.40228,-2.7845,0.0084151,0.02681,-2.9229,FAM181B,family with sequence similarity 181 member B
80320,1.1358,3.3765,2.7833,0.00844,0.026844,-2.9256,SP6,Sp6 transcription factor
6861,-1.0972,0.54252,-2.7833,0.0084406,0.026844,-2.9257,SYT5,synaptotagmin 5
727699,-1.0444,-4.069,-2.7814,0.0084815,0.026948,-2.93,LINC00163,long intergenic non-protein coding RNA 163
57731,-1.0814,0.57467,-2.7811,0.0084879,0.026961,-2.9307,SPTBN4,"""spectrin beta, non-erythrocytic 4"""
11254,1.8215,2.2792,2.779,0.0085322,0.027078,-2.9354,SLC6A14,solute carrier family 6 member 14
283576,-1.3796,-2.5257,-2.7725,0.0086754,0.027437,-2.9504,ZDHHC22,zinc finger DHHC-type palmitoyltransferase 22
653437,-1.2738,1.378,-2.7725,0.0086755,0.027437,-2.9504,AQP12B,aquaporin 12B
343171,-1.5143,-1.9699,-2.7719,0.0086877,0.027459,-2.9517,OR2W3,olfactory receptor family 2 subfamily W member 3
147945,-1.1724,-3.8211,-2.7715,0.0086972,0.027484,-2.9527,NLRP4,NLR family pyrin domain containing 4
6586,-1.1085,5.3582,-2.7675,0.0087859,0.027694,-2.9618,SLIT3,slit guidance ligand 3
135892,-1.4734,-2.3315,-2.7668,0.0088016,0.027733,-2.9634,TRIM50,tripartite motif containing 50
100505811,-1.0479,-3.2238,-2.7659,0.0088207,0.027788,-2.9654,LINC02148,long intergenic non-protein coding RNA 2148
140456,-1.1242,-3.4527,-2.7652,0.0088375,0.027825,-2.9671,ASB11,ankyrin repeat and SOCS box containing 11
2897,-1.2028,-1.3979,-2.7631,0.0088843,0.02792,-2.9719,GRIK1,glutamate ionotropic receptor kainate type subunit 1
100289092,1.1351,-2.4448,2.7631,0.0088846,0.02792,-2.9719,ATP2A1-AS1,ATP2A1 antisense RNA 1
146177,-1.4545,-2.6105,-2.7617,0.0089158,0.028001,-2.9751,VWA3A,von Willebrand factor A domain containing 3A
3479,-1.0194,2.8152,-2.7605,0.0089433,0.028071,-2.9778,IGF1,insulin like growth factor 1
2813,-1.8998,1.5566,-2.7602,0.0089484,0.028077,-2.9784,GP2,glycoprotein 2
101927115,1.0946,-2.1861,2.759,0.0089765,0.028143,-2.9812,LINC01933,long intergenic non-protein coding RNA 1933
389602,1.7849,3.3553,2.7558,0.009049,0.028335,-2.9884,LOC389602,uncharacterized LOC389602
129684,-1.133,-2.312,-2.7556,0.0090529,0.028335,-2.9888,CNTNAP5,contactin associated protein family member 5
9389,-1.0859,-3.5717,-2.7536,0.0091007,0.028446,-2.9936,SLC22A14,solute carrier family 22 member 14
55997,-1.8266,-2.4375,-2.7528,0.0091173,0.028481,-2.9952,CFC1,"""cripto, FRL-1, cryptic family 1"""
85300,-1.2124,-0.1392,-2.7487,0.0092128,0.028713,-3.0046,ATCAY,ATCAY kinesin light chain interacting caytaxin
101929718,-1.1506,-0.70379,-2.7483,0.0092221,0.028731,-3.0055,LOC101929718,uncharacterized LOC101929718
2660,-1.2067,-2.4603,-2.7455,0.0092866,0.028882,-3.0118,MSTN,myostatin
256394,-1.2713,-2.0705,-2.7433,0.0093396,0.029008,-3.0169,SERPINA11,serpin family A member 11
5174,-1.331,3.1718,-2.7416,0.0093788,0.029114,-3.0207,PDZK1,PDZ domain containing 1
23430,-1.2881,1.6261,-2.74,0.0094175,0.029217,-3.0244,TPSD1,tryptase delta 1
81693,-1.2641,6.8685,-2.7373,0.0094822,0.029384,-3.0305,AMN,amnion associated transmembrane protein
54456,1.032,-1.4763,2.7361,0.0095092,0.029451,-3.0331,MOV10L1,Mov10 like RISC complex RNA helicase 1
84000,1.4508,1.1708,2.7351,0.0095349,0.029525,-3.0355,TMPRSS13,transmembrane serine protease 13
10874,1.268,0.22213,2.735,0.0095376,0.029528,-3.0358,NMU,neuromedin U
9671,-1.4809,-0.75055,-2.7318,0.0096129,0.029705,-3.0429,WSCD2,WSC domain containing 2
59284,-1.3478,-3.2977,-2.7291,0.009679,0.029864,-3.049,CACNG7,calcium voltage-gated channel auxiliary subunit gamma 7
491,-1.2755,-1.9625,-2.7281,0.0097027,0.029905,-3.0512,ATP2B2,ATPase plasma membrane Ca2+ transporting 2
55321,1.1496,2.1099,2.7279,0.009708,0.029905,-3.0517,TMEM74B,transmembrane protein 74B
284958,1.3531,-1.8958,2.7279,0.0097088,0.029905,-3.0518,NT5DC4,5'-nucleotidase domain containing 4
8715,-1.5253,-0.61608,-2.7277,0.0097138,0.029914,-3.0523,NOL4,nucleolar protein 4
1600,1.046,-0.77759,2.7263,0.0097482,0.029992,-3.0554,DAB1,DAB adaptor protein 1
100505839,1.2062,0.12588,2.7255,0.0097661,0.030042,-3.0571,SH3PXD2A-AS1,SH3PXD2A antisense RNA 1
1128,-1.447,0.38405,-2.7249,0.0097813,0.030066,-3.0585,CHRM1,cholinergic receptor muscarinic 1
64714,1.2323,0.76727,2.7241,0.0098015,0.03012,-3.0604,PDIA2,protein disulfide isomerase family A member 2
6299,-1.0574,2.4331,-2.7218,0.0098591,0.030259,-3.0656,SALL1,spalt like transcription factor 1
57451,-1.2518,-0.17092,-2.7217,0.0098608,0.030259,-3.0658,TENM2,teneurin transmembrane protein 2
6101,2.2582,-2.9352,2.7213,0.0098715,0.03028,-3.0668,RP1,RP1 axonemal microtubule associated
55713,-1.1306,0.37176,-2.721,0.0098786,0.030285,-3.0674,ZNF334,zinc finger protein 334
56896,-1.2625,-0.96437,-2.7192,0.0099215,0.030388,-3.0713,DPYSL5,dihydropyrimidinase like 5
83657,-1.1445,-3.1748,-2.7165,0.0099905,0.030549,-3.0775,DYNLRB2,dynein light chain roadblock-type 2
387733,1.1192,-3.8472,2.7145,0.010039,0.030663,-3.0819,IFITM5,interferon induced transmembrane protein 5
134829,-1.6193,-1.8089,-2.7133,0.010071,0.030729,-3.0847,CLVS2,clavesin 2
404217,1.6047,0.33103,2.7122,0.010099,0.030793,-3.0872,CTXN1,cortexin 1
256158,-1.0843,5.2148,-2.712,0.010104,0.030795,-3.0876,HMCN2,hemicentin 2
342527,1.4875,-0.20348,2.7109,0.010131,0.030851,-3.0901,SMTNL2,smoothelin like 2
83844,1.3358,-4.141,2.7076,0.010216,0.031046,-3.0976,USP26,ubiquitin specific peptidase 26
135644,-1.5509,-0.81454,-2.7073,0.010224,0.031058,-3.0983,TRIM40,tripartite motif containing 40
27134,-1.0139,7.5454,-2.7062,0.01025,0.031126,-3.1006,TJP3,tight junction protein 3
206338,-1.3051,-1.091,-2.7056,0.010266,0.031168,-3.102,LVRN,laeverin
2299,-1.328,-3.4273,-2.7033,0.010326,0.031306,-3.1072,FOXI1,forkhead box I1
25770,-1.0749,-2.8676,-2.7033,0.010327,0.031306,-3.1073,C22orf31,chromosome 22 open reading frame 31
389396,-1.5835,-3.2132,-2.7031,0.010331,0.031312,-3.1076,GLYATL3,glycine-N-acyltransferase like 3
10655,-1.2313,1.3707,-2.7001,0.010408,0.031525,-3.1144,DMRT2,doublesex and mab-3 related transcription factor 2
259236,-1.1276,-1.4704,-2.699,0.010438,0.031592,-3.117,TMIE,transmembrane inner ear
53822,-1.2337,-2.7281,-2.6974,0.010479,0.031663,-3.1205,FXYD7,FXYD domain containing ion transport regulator 7
7226,1.0133,4.106,2.6959,0.010517,0.031743,-3.1237,TRPM2,transient receptor potential cation channel subfamily M member 2
6343,-1.1101,-2.1643,-2.6946,0.010552,0.031836,-3.1267,SCT,secretin
101928227,1.3056,-3.7062,2.6944,0.010557,0.031845,-3.1271,LINC02345,long intergenic non-protein coding RNA 2345
102724890,-1.2156,-3.5822,-2.692,0.010622,0.032,-3.1326,LINC02293,long intergenic non-protein coding RNA 2293
100134015,1.0962,-2.1278,2.6901,0.010671,0.032127,-3.1368,UBOX5-AS1,UBOX5 antisense RNA 1
101927560,-1.4892,-1.7368,-2.6901,0.010672,0.032127,-3.1368,LOC101927560,uncharacterized LOC101927560
92293,-1.5361,0.8309,-2.6895,0.010687,0.032162,-3.1381,TMEM132C,transmembrane protein 132C
219855,-1.1635,4.5502,-2.6869,0.010759,0.032321,-3.1441,SLC37A2,solute carrier family 37 member 2
64399,-1.1993,3.1636,-2.6856,0.010792,0.032403,-3.1468,HHIP,hedgehog interacting protein
3026,1.3516,-1.762,2.6844,0.010824,0.032487,-3.1495,HABP2,hyaluronan binding protein 2
94233,-1.2795,-3.2585,-2.6799,0.010948,0.032746,-3.1597,OPN4,opsin 4
10786,-1.1298,-3.8818,-2.6796,0.010956,0.032751,-3.1604,SLC17A3,solute carrier family 17 member 3
164118,-1.154,-1.5077,-2.679,0.010972,0.032782,-3.1617,TTC24,tetratricopeptide repeat domain 24
3,-1.3324,-3.1088,-2.6788,0.010978,0.032793,-3.1622,A2MP1,alpha-2-macroglobulin pseudogene 1
84740,1.971,-0.48272,2.6773,0.011018,0.032883,-3.1655,AFAP1-AS1,AFAP1 antisense RNA 1
51083,1.2405,1.6275,2.677,0.011027,0.032904,-3.1662,GAL,galanin and GMAP prepropeptide
100874146,1.2631,-0.50776,2.6759,0.011056,0.032968,-3.1686,LINC00365,long intergenic non-protein coding RNA 365
645191,-1.0733,-0.42487,-2.6759,0.011057,0.032968,-3.1686,LINGO3,leucine rich repeat and Ig domain containing 3
148014,-1.1413,-2.1436,-2.6751,0.011078,0.033027,-3.1704,TTC9B,tetratricopeptide repeat domain 9B
102724804,-1.2729,-2.6219,-2.675,0.011082,0.033032,-3.1707,LOC102724804,uncharacterized LOC102724804
53828,1.0829,-3.239,2.6743,0.011101,0.033076,-3.1722,FXYD4,FXYD domain containing ion transport regulator 4
55137,-1.0242,0.71253,-2.674,0.01111,0.03309,-3.1729,FIGN,"""fidgetin, microtubule severing factor"""
400997,-1.2765,-3.0802,-2.6738,0.011115,0.033098,-3.1733,ACOXL-AS1,ACOXL antisense RNA 1
10643,1.4027,0.063966,2.6722,0.01116,0.03322,-3.1769,IGF2BP3,insulin like growth factor 2 mRNA binding protein 3
55867,1.9367,-1.4179,2.671,0.011191,0.033296,-3.1795,SLC22A11,solute carrier family 22 member 11
2259,-1.8954,-0.070654,-2.6702,0.011215,0.033349,-3.1814,FGF14,fibroblast growth factor 14
3788,-1.1244,-1.9703,-2.6696,0.011231,0.033385,-3.1826,KCNS2,potassium voltage-gated channel modifier subfamily S member 2
6363,-1.4118,2.7314,-2.6693,0.01124,0.033403,-3.1833,CCL19,C-C motif chemokine ligand 19
170302,-2.0379,-0.17976,-2.6684,0.011264,0.033464,-3.1853,ARX,aristaless related homeobox
2938,-1.1567,2.3056,-2.6673,0.011295,0.033532,-3.1877,GSTA1,glutathione S-transferase alpha 1
7111,-1.2571,2.1566,-2.6663,0.011323,0.033586,-3.19,TMOD1,tropomodulin 1
200162,1.6298,-2.5308,2.666,0.011333,0.033595,-3.1907,SPAG17,sperm associated antigen 17
119467,-1.0991,5.6907,-2.6652,0.011353,0.033649,-3.1923,CLRN3,clarin 3
51305,1.7961,-2.7803,2.6637,0.011395,0.03375,-3.1957,KCNK9,potassium two pore domain channel subfamily K member 9
165545,-1.281,4.0554,-2.6571,0.011584,0.034215,-3.2104,DQX1,DEAQ-box RNA dependent ATPase 1
343702,-1.2941,-2.3994,-2.6562,0.011612,0.034279,-3.2125,XKR7,XK related 7
2742,-1.9958,0.58374,-2.656,0.011617,0.034287,-3.2129,GLRA2,glycine receptor alpha 2
26776,1.0048,-2.2217,2.6539,0.011677,0.034447,-3.2175,SNORA71B,"""small nucleolar RNA, H/ACA box 71B"""
3039,-1.8765,1.7065,-2.6528,0.011709,0.034508,-3.2199,HBA1,hemoglobin subunit alpha 1
116039,-1.0112,2.3535,-2.6512,0.011757,0.034625,-3.2236,OSR2,odd-skipped related transciption factor 2
3678,1.0144,5.9149,2.6494,0.011807,0.034748,-3.2274,ITGA5,integrin subunit alpha 5
64641,1.1303,-0.77278,2.6488,0.011825,0.034776,-3.2288,EBF2,EBF transcription factor 2
53919,-1.1209,-0.90097,-2.6482,0.011843,0.034817,-3.2302,SLCO1C1,solute carrier organic anion transporter family member 1C1
80736,-1.0807,5.9195,-2.646,0.011907,0.034987,-3.235,SLC44A4,solute carrier family 44 member 4
81501,1.3611,-3.2304,2.6438,0.011974,0.035149,-3.24,DCSTAMP,dendrocyte expressed seven transmembrane protein
139411,-1.2459,0.63266,-2.6436,0.011978,0.035149,-3.2403,PTCHD1,patched domain containing 1
4604,-1.6508,0.65971,-2.6431,0.011992,0.035173,-3.2414,MYBPC1,myosin binding protein C1
116285,-1.0295,1.4643,-2.6422,0.012022,0.03524,-3.2436,ACSM1,acyl-CoA synthetase medium chain family member 1
9715,1.1352,2.3408,2.6361,0.012202,0.035681,-3.2569,FAM131B,family with sequence similarity 131 member B
100996286,-1.0328,-1.6914,-2.6346,0.012248,0.035782,-3.2603,LINC02273,long intergenic non-protein coding RNA 2273
91608,1.1831,0.57524,2.6322,0.01232,0.035955,-3.2655,RASL10B,RAS like family 10 member B
6997,1.0779,2.7345,2.6306,0.012371,0.036063,-3.2692,TDGF1,teratocarcinoma-derived growth factor 1
5649,-1.1302,2.311,-2.6285,0.012433,0.0362,-3.2737,RELN,reelin
2205,-1.1533,0.71839,-2.6276,0.012463,0.036268,-3.2758,FCER1A,Fc fragment of IgE receptor Ia
3203,-1.1216,2.3169,-2.6275,0.012464,0.036268,-3.2759,HOXA6,homeobox A6
644168,-1.6008,-1.4483,-2.6272,0.012474,0.036273,-3.2766,DRGX,dorsal root ganglia homeobox
1804,-1.3979,-0.36388,-2.6231,0.0126,0.036543,-3.2856,DPP6,dipeptidyl peptidase like 6
54894,1.1437,7.0015,2.6157,0.012831,0.037088,-3.3019,RNF43,ring finger protein 43
55117,-1.6247,-1.8275,-2.6086,0.013057,0.037594,-3.3175,SLC6A15,solute carrier family 6 member 15
100874330,-1.228,-3.9,-2.6069,0.013112,0.037738,-3.3212,LINC01014,long intergenic non-protein coding RNA 1014
100506749,-1.0939,-1.0036,-2.6059,0.013146,0.03781,-3.3235,AGAP1-IT1,AGAP1 intronic transcript 1
143941,-1.0052,-0.93432,-2.6033,0.01323,0.038025,-3.3292,TTC36,tetratricopeptide repeat domain 36
7345,-1.0732,2.7938,-2.6029,0.013242,0.038042,-3.33,UCHL1,ubiquitin C-terminal hydrolase L1
28234,2.1639,-0.56894,2.5996,0.013351,0.038282,-3.3373,SLCO1B3,solute carrier organic anion transporter family member 1B3
26777,1.0869,-3.2371,2.5995,0.013354,0.038282,-3.3375,SNORA71A,"""small nucleolar RNA, H/ACA box 71A"""
125965,-1.4147,2.3965,-2.5972,0.013428,0.038459,-3.3425,COX6B2,cytochrome c oxidase subunit 6B2
153910,-1.0325,-4.1289,-2.5971,0.013433,0.038465,-3.3428,LOC153910,uncharacterized LOC153910
200844,1.0491,0.95352,2.5904,0.013655,0.038978,-3.3574,C3orf67,chromosome 3 open reading frame 67
84539,-1.0284,-3.7517,-2.5835,0.013886,0.039588,-3.3724,MCHR2,melanin concentrating hormone receptor 2
92235,2.0122,-1.1094,2.5819,0.01394,0.039696,-3.3759,DUSP27,"""dual specificity phosphatase 27, atypical"""
387700,-1.4044,-1.5834,-2.5793,0.014031,0.039884,-3.3816,SLC16A12,solute carrier family 16 member 12
1088,-1.0563,-0.65475,-2.5792,0.014034,0.039885,-3.3818,CEACAM8,CEA cell adhesion molecule 8
1602,1.1249,3.9099,2.5784,0.014062,0.039945,-3.3836,DACH1,dachshund family transcription factor 1
26102,-1.1214,-3.4539,-2.5767,0.01412,0.04007,-3.3873,DKFZP434A062,uncharacterized LOC26102
398,1.3956,0.48551,2.5742,0.014205,0.040253,-3.3926,ARHGDIG,Rho GDP dissociation inhibitor gamma
375607,1.0179,-2.7819,2.5714,0.014303,0.040495,-3.3987,NAT16,N-acetyltransferase 16 (putative)
85417,-1.2997,-1.1618,-2.5709,0.01432,0.040531,-3.3998,CCNB3,cyclin B3
91937,-1.149,-0.70792,-2.5704,0.014336,0.040562,-3.4008,TIMD4,T cell immunoglobulin and mucin domain containing 4
107985879,1.7681,-2.8617,2.5702,0.014345,0.04058,-3.4014,LINC01833,long intergenic non-protein coding RNA 1833
11155,-1.4589,1.4361,-2.5701,0.01435,0.040586,-3.4017,LDB3,LIM domain binding 3
347730,-1.1952,0.14474,-2.5681,0.014418,0.040735,-3.4059,LRRTM1,leucine rich repeat transmembrane neuronal 1
57452,-1.1854,1.8638,-2.5673,0.014449,0.040802,-3.4078,GALNT16,polypeptide N-acetylgalactosaminyltransferase 16
641516,-1.1711,-3.1719,-2.5646,0.014543,0.040997,-3.4136,KC6,keratoconus gene 6
349149,1.1031,-2.8497,2.564,0.014563,0.041031,-3.4148,GJC3,gap junction protein gamma 3
64073,-1.0681,6.0827,-2.563,0.0146,0.041116,-3.4171,C19orf33,chromosome 19 open reading frame 33
348932,-1.0723,-3.1625,-2.5625,0.014616,0.041133,-3.4181,SLC6A18,solute carrier family 6 member 18
100507410,-1.2419,-1.0856,-2.5606,0.014683,0.041293,-3.4221,C1QTNF1-AS1,C1QTNF1 antisense RNA 1
445582,1.2398,-4.15,2.5578,0.014785,0.041485,-3.4283,POTEE,POTE ankyrin domain family member E
146513,-1.002,-2.9335,-2.5577,0.014787,0.041485,-3.4284,LINC02135,long intergenic non-protein coding RNA 2135
5549,-1.191,4.4186,-2.5565,0.014831,0.04158,-3.4311,PRELP,proline and arginine rich end leucine rich repeat protein
90011,-1.3204,-3.0361,-2.5564,0.014837,0.041588,-3.4314,KIR3DX1,"""killer cell immunoglobulin like receptor, three Ig domains X1 (pseudogene)"""
2335,1.0463,9.4671,2.556,0.014851,0.041616,-3.4322,FN1,fibronectin 1
83539,-1.3063,-1.6325,-2.5541,0.014919,0.041775,-3.4363,CHST9,carbohydrate sulfotransferase 9
66004,-1.1519,2.6539,-2.5526,0.014972,0.041911,-3.4395,LYNX1,Ly6/neurotoxin 1
